user_id,product_id,delivery_date,subscription_tier,returned,feedback_rating
136,218,2025-01-29,Budget,False,2.0
136,287,2025-01-29,Budget,False,5.0
136,352,2025-01-29,Budget,False,5.0
249,286,2024-10-20,Mid-range,False,2.0
249,121,2024-10-20,Mid-range,False,3.0
249,433,2024-10-20,Mid-range,True,
249,459,2024-10-20,Mid-range,False,4.0
249,477,2024-10-20,Mid-range,True,
52,241,2024-09-16,Budget,False,2.0
52,88,2024-09-16,Budget,False,1.0
52,470,2024-09-16,Budget,False,3.0
64,53,2025-01-31,Premium,False,5.0
64,210,2025-01-31,Premium,False,2.0
64,194,2025-01-31,Premium,False,4.0
64,427,2025-01-31,Premium,False,1.0
992,282,2025-02-10,Mid-range,False,5.0
992,234,2025-02-10,Mid-range,False,2.0
992,52,2025-02-10,Mid-range,False,4.0
992,311,2025-02-10,Mid-range,False,2.0
936,426,2025-03-06,Budget,False,4.0
936,354,2025-03-06,Budget,True,
936,258,2025-03-06,Budget,False,2.0
936,295,2025-03-06,Budget,False,1.0
993,444,2025-02-08,Mid-range,False,3.0
993,325,2025-02-08,Mid-range,True,
993,105,2025-02-08,Mid-range,False,4.0
76,399,2024-09-23,Budget,False,5.0
76,44,2024-09-23,Budget,False,5.0
76,447,2024-09-23,Budget,True,
76,440,2024-09-23,Budget,False,2.0
76,352,2024-09-23,Budget,False,4.0
352,355,2024-11-19,Budget,True,
352,90,2024-11-19,Budget,True,
352,47,2024-11-19,Budget,False,5.0
630,237,2024-09-26,Mid-range,True,
630,178,2024-09-26,Mid-range,False,5.0
630,246,2024-09-26,Mid-range,True,
630,123,2024-09-26,Mid-range,False,5.0
981,54,2024-12-11,Budget,False,1.0
981,365,2024-12-11,Budget,False,3.0
981,399,2024-12-11,Budget,False,4.0
981,86,2024-12-11,Budget,False,2.0
680,34,2024-11-16,Budget,False,3.0
680,481,2024-11-16,Budget,False,4.0
680,66,2024-11-16,Budget,True,
550,182,2025-02-17,Mid-range,True,
550,484,2025-02-17,Mid-range,True,
550,247,2025-02-17,Mid-range,False,5.0
357,426,2024-10-24,Budget,True,
357,328,2024-10-24,Budget,False,3.0
357,183,2024-10-24,Budget,False,3.0
705,122,2024-10-31,Premium,False,1.0
705,126,2024-10-31,Premium,False,4.0
705,108,2024-10-31,Premium,False,1.0
705,113,2024-10-31,Premium,False,2.0
705,4,2024-10-31,Premium,False,4.0
177,149,2025-02-26,Mid-range,False,2.0
177,186,2025-02-26,Mid-range,False,5.0
177,81,2025-02-26,Mid-range,False,1.0
177,261,2025-02-26,Mid-range,True,
177,143,2025-02-26,Mid-range,False,3.0
332,221,2024-12-02,Mid-range,False,3.0
332,247,2024-12-02,Mid-range,False,4.0
332,424,2024-12-02,Mid-range,False,3.0
887,324,2024-10-08,Premium,True,
887,240,2024-10-08,Premium,True,
887,42,2024-10-08,Premium,False,2.0
887,353,2024-10-08,Premium,False,2.0
286,57,2024-12-08,Premium,True,
286,175,2024-12-08,Premium,False,3.0
286,171,2024-12-08,Premium,False,4.0
507,108,2024-09-18,Premium,False,3.0
507,195,2024-09-18,Premium,True,
507,409,2024-09-18,Premium,False,5.0
50,264,2024-10-09,Budget,False,3.0
50,231,2024-10-09,Budget,False,2.0
50,359,2024-10-09,Budget,False,4.0
50,79,2024-10-09,Budget,False,4.0
50,10,2024-10-09,Budget,False,4.0
25,272,2024-11-06,Premium,True,
25,157,2024-11-06,Premium,False,5.0
25,53,2024-11-06,Premium,True,
25,32,2024-11-06,Premium,False,5.0
25,222,2024-11-06,Premium,False,3.0
142,414,2024-12-02,Budget,False,2.0
142,364,2024-12-02,Budget,False,3.0
142,206,2024-12-02,Budget,True,
142,138,2024-12-02,Budget,False,4.0
142,51,2024-12-02,Budget,False,5.0
73,294,2024-12-12,Premium,True,
73,376,2024-12-12,Premium,False,3.0
73,68,2024-12-12,Premium,False,1.0
73,24,2024-12-12,Premium,True,
73,165,2024-12-12,Premium,False,4.0
785,127,2024-10-20,Mid-range,False,2.0
785,357,2024-10-20,Mid-range,True,
785,480,2024-10-20,Mid-range,False,5.0
851,417,2024-11-18,Mid-range,False,1.0
851,444,2024-11-18,Mid-range,False,5.0
851,312,2024-11-18,Mid-range,False,5.0
851,191,2024-11-18,Mid-range,False,5.0
391,418,2025-02-19,Budget,True,
391,170,2025-02-19,Budget,False,5.0
391,455,2025-02-19,Budget,False,5.0
391,100,2025-02-19,Budget,False,3.0
391,422,2025-02-19,Budget,False,1.0
842,53,2024-10-18,Premium,False,2.0
842,154,2024-10-18,Premium,True,
842,110,2024-10-18,Premium,False,1.0
842,97,2024-10-18,Premium,False,5.0
355,74,2025-03-07,Budget,False,1.0
355,422,2025-03-07,Budget,True,
355,493,2025-03-07,Budget,True,
355,270,2025-03-07,Budget,True,
320,349,2024-10-03,Budget,False,5.0
320,255,2024-10-03,Budget,False,3.0
320,287,2024-10-03,Budget,True,
320,301,2024-10-03,Budget,False,1.0
320,106,2024-10-03,Budget,False,1.0
235,9,2025-01-15,Budget,False,1.0
235,87,2025-01-15,Budget,False,5.0
235,489,2025-01-15,Budget,False,4.0
235,301,2025-01-15,Budget,False,1.0
235,472,2025-01-15,Budget,False,5.0
386,18,2024-12-11,Mid-range,False,5.0
386,237,2024-12-11,Mid-range,False,4.0
386,335,2024-12-11,Mid-range,False,1.0
386,441,2024-12-11,Mid-range,False,3.0
28,166,2025-01-29,Mid-range,False,5.0
28,375,2025-01-29,Mid-range,False,4.0
28,421,2025-01-29,Mid-range,True,
19,281,2024-09-28,Budget,False,2.0
19,257,2024-09-28,Budget,False,3.0
19,273,2024-09-28,Budget,False,5.0
19,99,2024-09-28,Budget,True,
585,254,2024-12-12,Budget,False,5.0
585,38,2024-12-12,Budget,False,3.0
585,239,2024-12-12,Budget,True,
585,403,2024-12-12,Budget,True,
585,174,2024-12-12,Budget,False,1.0
488,283,2024-10-06,Budget,False,3.0
488,260,2024-10-06,Budget,False,1.0
488,206,2024-10-06,Budget,False,2.0
488,287,2024-10-06,Budget,False,5.0
167,449,2024-11-01,Mid-range,False,5.0
167,323,2024-11-01,Mid-range,False,3.0
167,290,2024-11-01,Mid-range,False,1.0
502,298,2025-02-03,Mid-range,False,4.0
502,467,2025-02-03,Mid-range,False,4.0
502,52,2025-02-03,Mid-range,True,
502,375,2025-02-03,Mid-range,True,
502,46,2025-02-03,Mid-range,False,4.0
872,338,2025-01-06,Budget,False,2.0
872,214,2025-01-06,Budget,False,2.0
872,489,2025-01-06,Budget,False,1.0
872,336,2025-01-06,Budget,False,5.0
917,117,2025-02-13,Premium,True,
917,382,2025-02-13,Premium,False,2.0
917,22,2025-02-13,Premium,False,5.0
204,335,2024-12-30,Mid-range,True,
204,436,2024-12-30,Mid-range,True,
204,274,2024-12-30,Mid-range,True,
204,191,2024-12-30,Mid-range,False,3.0
789,312,2024-10-25,Mid-range,False,4.0
789,491,2024-10-25,Mid-range,False,3.0
789,456,2024-10-25,Mid-range,False,3.0
789,11,2024-10-25,Mid-range,False,2.0
80,189,2025-02-27,Budget,False,1.0
80,271,2025-02-27,Budget,False,3.0
80,45,2025-02-27,Budget,True,
997,460,2025-02-07,Budget,False,5.0
997,170,2025-02-07,Budget,True,
997,160,2025-02-07,Budget,False,5.0
977,287,2024-11-23,Budget,False,2.0
977,352,2024-11-23,Budget,False,4.0
977,454,2024-11-23,Budget,True,
53,66,2024-11-28,Budget,False,3.0
53,390,2024-11-28,Budget,False,2.0
53,394,2024-11-28,Budget,False,3.0
53,170,2024-11-28,Budget,False,1.0
53,295,2024-11-28,Budget,False,1.0
737,379,2025-02-13,Budget,False,4.0
737,445,2025-02-13,Budget,True,
737,44,2025-02-13,Budget,False,1.0
737,180,2025-02-13,Budget,False,1.0
486,47,2025-02-04,Budget,True,
486,336,2025-02-04,Budget,False,1.0
486,95,2025-02-04,Budget,False,3.0
486,260,2025-02-04,Budget,False,5.0
486,264,2025-02-04,Budget,False,5.0
559,390,2024-12-01,Budget,True,
559,394,2024-12-01,Budget,False,4.0
559,56,2024-12-01,Budget,False,4.0
559,38,2024-12-01,Budget,False,3.0
123,295,2025-02-04,Budget,False,4.0
123,125,2025-02-04,Budget,False,2.0
123,104,2025-02-04,Budget,False,4.0
123,50,2025-02-04,Budget,False,2.0
123,89,2025-02-04,Budget,False,3.0
451,125,2025-02-24,Budget,False,3.0
451,89,2025-02-24,Budget,True,
451,329,2025-02-24,Budget,False,1.0
451,309,2025-02-24,Budget,False,5.0
451,332,2025-02-24,Budget,False,3.0
750,151,2025-02-19,Budget,True,
750,271,2025-02-19,Budget,False,5.0
750,379,2025-02-19,Budget,False,1.0
750,445,2025-02-19,Budget,False,4.0
750,365,2025-02-19,Budget,False,2.0
13,215,2024-11-16,Premium,False,4.0
13,4,2024-11-16,Premium,True,
13,294,2024-11-16,Premium,True,
328,450,2024-12-26,Budget,False,3.0
328,264,2024-12-26,Budget,False,4.0
328,487,2024-12-26,Budget,False,2.0
328,27,2024-12-26,Budget,False,2.0
328,401,2024-12-26,Budget,False,3.0
928,388,2024-12-24,Mid-range,False,2.0
928,477,2024-12-24,Mid-range,False,2.0
928,263,2024-12-24,Mid-range,True,
249,275,2024-12-26,Mid-range,True,
249,130,2024-12-26,Mid-range,False,3.0
249,245,2024-12-26,Mid-range,True,
568,318,2024-10-27,Mid-range,False,5.0
568,123,2024-10-27,Mid-range,False,3.0
568,369,2024-10-27,Mid-range,False,2.0
820,103,2024-09-22,Budget,False,3.0
820,474,2024-09-22,Budget,True,
820,354,2024-09-22,Budget,False,2.0
3,404,2024-10-31,Budget,True,
3,93,2024-10-31,Budget,False,5.0
3,328,2024-10-31,Budget,True,
3,305,2024-10-31,Budget,False,4.0
3,88,2024-10-31,Budget,False,2.0
410,22,2024-09-20,Premium,False,2.0
410,64,2024-09-20,Premium,True,
410,184,2024-09-20,Premium,False,5.0
410,320,2024-09-20,Premium,False,1.0
410,363,2024-09-20,Premium,False,5.0
1000,373,2025-03-07,Premium,False,1.0
1000,240,2025-03-07,Premium,False,4.0
1000,376,2025-03-07,Premium,False,2.0
1000,7,2025-03-07,Premium,False,2.0
708,492,2024-12-05,Premium,False,3.0
708,486,2024-12-05,Premium,False,3.0
708,331,2024-12-05,Premium,True,
959,201,2024-10-25,Mid-range,False,4.0
959,393,2024-10-25,Mid-range,False,3.0
959,152,2024-10-25,Mid-range,False,3.0
959,479,2024-10-25,Mid-range,True,
663,96,2024-12-11,Premium,True,
663,310,2024-12-11,Premium,False,2.0
663,208,2024-12-11,Premium,False,5.0
663,113,2024-12-11,Premium,False,2.0
663,448,2024-12-11,Premium,False,4.0
531,308,2024-12-09,Premium,False,3.0
531,382,2024-12-09,Premium,False,4.0
531,144,2024-12-09,Premium,False,3.0
531,70,2024-12-09,Premium,False,1.0
531,118,2024-12-09,Premium,False,4.0
544,113,2025-02-18,Premium,False,5.0
544,272,2025-02-18,Premium,False,2.0
544,194,2025-02-18,Premium,False,2.0
68,433,2024-10-06,Mid-range,False,2.0
68,155,2024-10-06,Mid-range,False,5.0
68,8,2024-10-06,Mid-range,False,5.0
68,33,2024-10-06,Mid-range,False,4.0
68,58,2024-10-06,Mid-range,False,2.0
679,24,2025-01-11,Premium,False,3.0
679,19,2025-01-11,Premium,True,
679,215,2025-01-11,Premium,False,4.0
679,126,2025-01-11,Premium,False,3.0
679,486,2025-01-11,Premium,False,5.0
34,181,2024-10-24,Premium,False,5.0
34,113,2024-10-24,Premium,False,1.0
34,351,2024-10-24,Premium,False,4.0
31,157,2025-01-28,Premium,False,4.0
31,53,2025-01-28,Premium,True,
31,347,2025-01-28,Premium,False,3.0
31,110,2025-01-28,Premium,True,
933,150,2024-09-15,Premium,False,1.0
933,462,2024-09-15,Premium,False,5.0
933,76,2024-09-15,Premium,False,3.0
933,24,2024-09-15,Premium,True,
468,96,2024-11-04,Premium,False,5.0
468,64,2024-11-04,Premium,True,
468,492,2024-11-04,Premium,True,
635,342,2024-10-11,Budget,False,2.0
635,401,2024-10-11,Budget,False,4.0
635,214,2024-10-11,Budget,False,4.0
100,260,2025-02-26,Budget,False,3.0
100,361,2025-02-26,Budget,False,1.0
100,485,2025-02-26,Budget,False,3.0
278,499,2024-12-22,Mid-range,False,4.0
278,339,2024-12-22,Mid-range,False,3.0
278,274,2024-12-22,Mid-range,False,5.0
278,13,2024-12-22,Mid-range,False,1.0
842,139,2025-02-19,Premium,False,4.0
842,382,2025-02-19,Premium,False,5.0
842,118,2025-02-19,Premium,False,4.0
481,225,2024-10-10,Budget,False,4.0
481,103,2024-10-10,Budget,False,1.0
481,471,2024-10-10,Budget,False,2.0
481,116,2024-10-10,Budget,True,
481,273,2024-10-10,Budget,False,1.0
419,114,2024-12-12,Mid-range,False,4.0
419,261,2024-12-12,Mid-range,False,3.0
419,278,2024-12-12,Mid-range,False,1.0
419,213,2024-12-12,Mid-range,False,3.0
419,396,2024-12-12,Mid-range,False,1.0
450,226,2025-02-28,Premium,False,2.0
450,205,2025-02-28,Premium,False,4.0
450,175,2025-02-28,Premium,False,5.0
450,430,2025-02-28,Premium,True,
450,378,2025-02-28,Premium,True,
780,243,2024-10-28,Budget,False,5.0
780,355,2024-10-28,Budget,False,1.0
780,414,2024-10-28,Budget,True,
908,497,2025-02-08,Budget,False,3.0
908,5,2025-02-08,Budget,False,2.0
908,471,2025-02-08,Budget,False,5.0
908,489,2025-02-08,Budget,False,5.0
908,129,2025-02-08,Budget,False,5.0
347,410,2024-12-30,Mid-range,False,2.0
347,284,2024-12-30,Mid-range,False,1.0
347,219,2024-12-30,Mid-range,False,2.0
347,348,2024-12-30,Mid-range,False,3.0
624,224,2024-09-23,Budget,False,4.0
624,159,2024-09-23,Budget,True,
624,451,2024-09-23,Budget,False,2.0
624,472,2024-09-23,Budget,False,2.0
624,218,2024-09-23,Budget,False,3.0
268,355,2024-10-03,Budget,False,2.0
268,61,2024-10-03,Budget,False,5.0
268,153,2024-10-03,Budget,True,
268,31,2024-10-03,Budget,False,2.0
268,16,2024-10-03,Budget,False,4.0
35,204,2025-01-12,Mid-range,True,
35,20,2025-01-12,Mid-range,False,2.0
35,58,2025-01-12,Mid-range,False,2.0
35,261,2025-01-12,Mid-range,False,3.0
982,499,2025-01-31,Mid-range,False,4.0
982,92,2025-01-31,Mid-range,False,5.0
982,162,2025-01-31,Mid-range,False,5.0
982,152,2025-01-31,Mid-range,False,5.0
641,423,2024-11-10,Premium,True,
641,478,2024-11-10,Premium,True,
641,358,2024-11-10,Premium,True,
641,326,2024-11-10,Premium,False,1.0
641,430,2024-11-10,Premium,False,1.0
337,218,2025-01-02,Budget,False,5.0
337,394,2025-01-02,Budget,True,
337,34,2025-01-02,Budget,False,1.0
337,27,2025-01-02,Budget,False,3.0
488,101,2025-01-30,Budget,True,
488,309,2025-01-30,Budget,True,
488,332,2025-01-30,Budget,False,1.0
488,160,2025-01-30,Budget,True,
836,484,2024-12-18,Mid-range,False,3.0
836,299,2024-12-18,Mid-range,True,
836,200,2024-12-18,Mid-range,False,5.0
851,466,2024-09-29,Mid-range,False,5.0
851,63,2024-09-29,Mid-range,False,2.0
851,442,2024-09-29,Mid-range,False,3.0
851,290,2024-09-29,Mid-range,False,1.0
42,445,2024-12-05,Budget,False,4.0
42,128,2024-12-05,Budget,False,3.0
42,79,2024-12-05,Budget,False,1.0
42,481,2024-12-05,Budget,False,5.0
795,406,2025-02-08,Budget,False,5.0
795,131,2025-02-08,Budget,False,4.0
795,489,2025-02-08,Budget,True,
795,257,2025-02-08,Budget,False,1.0
991,159,2025-03-08,Budget,False,1.0
991,99,2025-03-08,Budget,False,2.0
991,72,2025-03-08,Budget,False,5.0
991,151,2025-03-08,Budget,False,1.0
991,74,2025-03-08,Budget,False,5.0
711,165,2024-11-16,Premium,False,2.0
711,420,2024-11-16,Premium,False,4.0
711,96,2024-11-16,Premium,False,5.0
711,320,2024-11-16,Premium,False,3.0
465,493,2025-02-23,Budget,True,
465,366,2025-02-23,Budget,True,
465,399,2025-02-23,Budget,False,5.0
465,438,2025-02-23,Budget,False,2.0
465,270,2025-02-23,Budget,False,2.0
54,265,2024-11-22,Budget,False,1.0
54,89,2024-11-22,Budget,False,4.0
54,407,2024-11-22,Budget,False,1.0
254,43,2025-02-14,Budget,False,1.0
254,224,2025-02-14,Budget,False,3.0
254,104,2025-02-14,Budget,False,1.0
254,372,2025-02-14,Budget,True,
571,439,2024-12-14,Mid-range,False,1.0
571,266,2024-12-14,Mid-range,False,3.0
571,483,2024-12-14,Mid-range,False,3.0
571,143,2024-12-14,Mid-range,False,2.0
726,498,2024-09-21,Mid-range,True,
726,187,2024-09-21,Mid-range,False,5.0
726,14,2024-09-21,Mid-range,False,3.0
726,393,2024-09-21,Mid-range,False,2.0
726,340,2024-09-21,Mid-range,True,
222,223,2024-10-29,Budget,False,2.0
222,372,2024-10-29,Budget,False,2.0
222,403,2024-10-29,Budget,False,2.0
222,385,2024-10-29,Budget,False,5.0
575,171,2024-10-03,Premium,True,
575,326,2024-10-03,Premium,True,
575,165,2024-10-03,Premium,False,3.0
909,266,2025-02-24,Mid-range,False,5.0
909,251,2025-02-24,Mid-range,False,2.0
909,235,2025-02-24,Mid-range,False,4.0
447,183,2025-03-01,Budget,False,5.0
447,56,2025-03-01,Budget,False,1.0
447,241,2025-03-01,Budget,False,1.0
447,470,2025-03-01,Budget,False,5.0
447,256,2025-03-01,Budget,False,2.0
511,173,2024-12-07,Mid-range,False,5.0
511,453,2024-12-07,Mid-range,False,1.0
511,83,2024-12-07,Mid-range,False,1.0
511,166,2024-12-07,Mid-range,True,
511,12,2024-12-07,Mid-range,True,
264,19,2025-02-10,Premium,False,1.0
264,82,2025-02-10,Premium,False,1.0
264,113,2025-02-10,Premium,False,1.0
264,341,2025-02-10,Premium,False,3.0
148,277,2025-02-11,Mid-range,False,1.0
148,488,2025-02-11,Mid-range,True,
148,297,2025-02-11,Mid-range,False,2.0
999,406,2025-02-08,Budget,False,4.0
999,372,2025-02-08,Budget,False,1.0
999,10,2025-02-08,Budget,True,
999,354,2025-02-08,Budget,True,
999,368,2025-02-08,Budget,False,1.0
554,456,2024-09-20,Mid-range,False,4.0
554,428,2024-09-20,Mid-range,True,
554,261,2024-09-20,Mid-range,False,3.0
554,479,2024-09-20,Mid-range,False,4.0
554,33,2024-09-20,Mid-range,False,4.0
341,109,2025-01-12,Budget,True,
341,62,2025-01-12,Budget,False,4.0
341,72,2025-01-12,Budget,False,3.0
341,270,2025-01-12,Budget,False,2.0
341,31,2025-01-12,Budget,False,3.0
298,89,2024-12-25,Budget,False,4.0
298,497,2024-12-25,Budget,True,
298,151,2024-12-25,Budget,True,
298,281,2024-12-25,Budget,True,
404,195,2024-10-21,Premium,False,1.0
404,347,2024-10-21,Premium,False,5.0
404,168,2024-10-21,Premium,True,
404,57,2024-10-21,Premium,False,4.0
216,212,2025-02-02,Mid-range,False,3.0
216,37,2025-02-02,Mid-range,False,5.0
216,433,2025-02-02,Mid-range,False,1.0
327,465,2024-10-19,Mid-range,False,1.0
327,457,2024-10-19,Mid-range,False,1.0
327,350,2024-10-19,Mid-range,False,4.0
782,302,2025-02-08,Mid-range,False,3.0
782,299,2025-02-08,Mid-range,True,
782,282,2025-02-08,Mid-range,False,3.0
782,421,2025-02-08,Mid-range,False,3.0
782,48,2025-02-08,Mid-range,False,4.0
930,184,2025-01-22,Premium,False,4.0
930,331,2025-01-22,Premium,True,
930,222,2025-01-22,Premium,True,
267,487,2024-09-16,Budget,False,4.0
267,183,2024-09-16,Budget,True,
267,106,2024-09-16,Budget,True,
267,35,2024-09-16,Budget,False,2.0
267,177,2024-09-16,Budget,False,1.0
327,193,2024-11-08,Mid-range,False,4.0
327,436,2024-11-08,Mid-range,True,
327,83,2024-11-08,Mid-range,False,5.0
327,147,2024-11-08,Mid-range,False,1.0
327,383,2024-11-08,Mid-range,False,3.0
723,395,2025-01-16,Premium,False,2.0
723,68,2025-01-16,Premium,False,5.0
723,353,2025-01-16,Premium,False,3.0
835,358,2025-01-11,Premium,True,
835,19,2025-01-11,Premium,True,
835,165,2025-01-11,Premium,True,
835,118,2025-01-11,Premium,True,
835,384,2025-01-11,Premium,False,1.0
45,243,2024-10-13,Budget,True,
45,440,2024-10-13,Budget,True,
45,101,2024-10-13,Budget,False,2.0
45,153,2024-10-13,Budget,False,2.0
652,262,2024-12-02,Budget,False,4.0
652,107,2024-12-02,Budget,False,4.0
652,281,2024-12-02,Budget,False,5.0
652,422,2024-12-02,Budget,False,5.0
652,27,2024-12-02,Budget,False,4.0
34,395,2024-11-07,Premium,True,
34,57,2024-11-07,Premium,False,5.0
34,347,2024-11-07,Premium,True,
611,175,2024-10-18,Premium,False,1.0
611,94,2024-10-18,Premium,True,
611,363,2024-10-18,Premium,False,1.0
611,64,2024-10-18,Premium,True,
611,300,2024-10-18,Premium,False,2.0
504,435,2024-11-17,Premium,False,4.0
504,378,2024-11-17,Premium,False,3.0
504,68,2024-11-17,Premium,False,2.0
504,353,2024-11-17,Premium,False,4.0
504,409,2024-11-17,Premium,False,3.0
527,401,2024-09-17,Budget,False,1.0
527,443,2024-09-17,Budget,False,1.0
527,231,2024-09-17,Budget,False,5.0
527,481,2024-09-17,Budget,False,4.0
527,440,2024-09-17,Budget,False,2.0
265,252,2025-02-19,Budget,True,
265,316,2025-02-19,Budget,False,5.0
265,231,2025-02-19,Budget,False,5.0
265,473,2025-02-19,Budget,False,3.0
265,364,2025-02-19,Budget,False,4.0
788,233,2024-12-02,Mid-range,False,5.0
788,483,2024-12-02,Mid-range,False,1.0
788,318,2024-12-02,Mid-range,False,3.0
788,286,2024-12-02,Mid-range,True,
238,3,2024-11-26,Budget,False,5.0
238,485,2024-11-26,Budget,True,
238,159,2024-11-26,Budget,True,
238,89,2024-11-26,Budget,False,5.0
238,133,2024-11-26,Budget,False,2.0
144,436,2024-12-23,Mid-range,False,1.0
144,449,2024-12-23,Mid-range,False,4.0
144,78,2024-12-23,Mid-range,True,
294,35,2024-12-28,Budget,False,1.0
294,342,2024-12-28,Budget,False,2.0
294,209,2024-12-28,Budget,False,2.0
863,246,2024-09-28,Mid-range,False,5.0
863,213,2024-09-28,Mid-range,False,3.0
863,278,2024-09-28,Mid-range,False,5.0
757,196,2024-10-22,Premium,True,
757,181,2024-10-22,Premium,False,3.0
757,108,2024-10-22,Premium,True,
757,353,2024-10-22,Premium,True,
757,250,2024-10-22,Premium,False,3.0
761,80,2025-01-07,Premium,True,
761,322,2025-01-07,Premium,True,
761,382,2025-01-07,Premium,False,2.0
495,303,2024-11-04,Budget,False,3.0
495,128,2024-11-04,Budget,False,5.0
495,472,2024-11-04,Budget,False,3.0
495,104,2024-11-04,Budget,True,
495,270,2024-11-04,Budget,False,3.0
392,232,2024-12-09,Budget,False,4.0
392,390,2024-12-09,Budget,False,2.0
392,61,2024-12-09,Budget,True,
392,74,2024-12-09,Budget,False,4.0
392,256,2024-12-09,Budget,False,2.0
462,260,2025-01-13,Budget,True,
462,414,2025-01-13,Budget,False,4.0
462,332,2025-01-13,Budget,False,3.0
462,229,2025-01-13,Budget,False,3.0
462,116,2025-01-13,Budget,False,1.0
327,217,2025-02-28,Mid-range,True,
327,417,2025-02-28,Mid-range,False,3.0
327,392,2025-02-28,Mid-range,False,3.0
327,456,2025-02-28,Mid-range,False,1.0
327,335,2025-02-28,Mid-range,False,3.0
111,397,2025-02-04,Budget,False,1.0
111,255,2025-02-04,Budget,False,4.0
111,394,2025-02-04,Budget,False,4.0
60,100,2024-10-11,Budget,False,3.0
60,160,2024-10-11,Budget,False,4.0
60,336,2024-10-11,Budget,False,4.0
60,209,2024-10-11,Budget,False,2.0
885,416,2025-02-03,Mid-range,True,
885,114,2025-02-03,Mid-range,False,5.0
885,340,2025-02-03,Mid-range,False,3.0
885,146,2025-02-03,Mid-range,False,4.0
885,421,2025-02-03,Mid-range,False,5.0
865,379,2024-12-24,Budget,False,2.0
865,54,2024-12-24,Budget,False,1.0
865,223,2024-12-24,Budget,False,2.0
378,105,2025-02-19,Mid-range,False,3.0
378,219,2025-02-19,Mid-range,False,4.0
378,386,2025-02-19,Mid-range,False,3.0
378,482,2025-02-19,Mid-range,False,3.0
378,52,2025-02-19,Mid-range,False,5.0
316,500,2024-12-29,Budget,True,
316,426,2024-12-29,Budget,True,
316,365,2024-12-29,Budget,False,4.0
316,34,2024-12-29,Budget,False,5.0
316,224,2024-12-29,Budget,False,5.0
790,378,2024-09-19,Premium,False,2.0
790,169,2024-09-19,Premium,True,
790,126,2024-09-19,Premium,False,3.0
121,85,2024-11-17,Premium,False,1.0
121,126,2024-11-17,Premium,False,2.0
121,208,2024-11-17,Premium,True,
121,60,2024-11-17,Premium,True,
580,94,2025-02-19,Premium,False,2.0
580,57,2025-02-19,Premium,False,3.0
580,59,2025-02-19,Premium,False,5.0
673,79,2025-01-01,Budget,False,1.0
673,346,2025-01-01,Budget,False,1.0
673,252,2025-01-01,Budget,False,2.0
875,360,2025-01-21,Premium,False,2.0
875,150,2025-01-21,Premium,True,
875,64,2025-01-21,Premium,True,
875,310,2025-01-21,Premium,False,4.0
875,169,2025-01-21,Premium,True,
757,68,2025-01-27,Premium,False,5.0
757,432,2025-01-27,Premium,False,2.0
757,122,2025-01-27,Premium,False,2.0
400,92,2024-11-04,Mid-range,False,2.0
400,11,2024-11-04,Mid-range,True,
400,105,2024-11-04,Mid-range,False,4.0
400,275,2024-11-04,Mid-range,True,
400,392,2024-11-04,Mid-range,False,3.0
668,227,2024-11-01,Premium,False,4.0
668,419,2024-11-01,Premium,False,4.0
668,85,2024-11-01,Premium,False,4.0
668,188,2024-11-01,Premium,False,3.0
668,398,2024-11-01,Premium,False,3.0
603,45,2024-12-08,Budget,False,3.0
603,493,2024-12-08,Budget,False,5.0
603,119,2024-12-08,Budget,False,5.0
603,303,2024-12-08,Budget,True,
603,342,2024-12-08,Budget,False,2.0
792,339,2025-03-04,Mid-range,False,2.0
792,11,2025-03-04,Mid-range,False,1.0
792,302,2025-03-04,Mid-range,True,
792,178,2025-03-04,Mid-range,True,
792,284,2025-03-04,Mid-range,False,2.0
496,281,2024-09-29,Budget,False,5.0
496,239,2024-09-29,Budget,False,3.0
496,100,2024-09-29,Budget,False,4.0
57,397,2024-11-04,Budget,True,
57,125,2024-11-04,Budget,False,3.0
57,111,2024-11-04,Budget,False,5.0
748,151,2024-10-15,Budget,True,
748,301,2024-10-15,Budget,True,
748,406,2024-10-15,Budget,False,1.0
487,467,2024-12-14,Mid-range,False,3.0
487,479,2024-12-14,Mid-range,True,
487,388,2024-12-14,Mid-range,True,
487,292,2024-12-14,Mid-range,False,3.0
487,477,2024-12-14,Mid-range,True,
442,182,2024-10-27,Mid-range,False,2.0
442,37,2024-10-27,Mid-range,False,3.0
442,416,2024-10-27,Mid-range,False,1.0
91,308,2025-02-14,Premium,False,3.0
91,150,2025-02-14,Premium,False,3.0
91,42,2025-02-14,Premium,True,
91,113,2025-02-14,Premium,False,4.0
903,483,2025-01-04,Mid-range,False,2.0
903,298,2025-01-04,Mid-range,True,
903,269,2025-01-04,Mid-range,False,5.0
903,464,2025-01-04,Mid-range,False,1.0
966,2,2025-03-03,Budget,True,
966,44,2025-03-03,Budget,False,5.0
966,209,2025-03-03,Budget,True,
966,99,2025-03-03,Budget,False,2.0
966,134,2025-03-03,Budget,False,2.0
737,450,2024-10-18,Budget,False,2.0
737,254,2024-10-18,Budget,False,3.0
737,38,2024-10-18,Budget,False,1.0
270,269,2025-01-16,Mid-range,False,2.0
270,13,2025-01-16,Mid-range,False,3.0
270,292,2025-01-16,Mid-range,False,4.0
270,115,2025-01-16,Mid-range,False,1.0
991,403,2024-11-21,Budget,True,
991,336,2024-11-21,Budget,True,
